country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
India,2004,IND,1135991509.0,3495022816540.0,55.545,0.049,1134.611,66.213,6.197,1226.742,28.785,2.403,1.08,0.351,0.282,0.999,0.325,0.261,669.993,0.59,1043.316,0.918,0.299,859.288,23169.68,60378.336,15342.885,124.434,739.406,39723.812,6103.667,,3831.588,1.245,1.765,0.002,58.316,0.051,1.214,1.874,92.131,0.081,705.392,0.621,193.083,0.17,348.992,0.307,,,4352.651,6.2,3.966,3.5,6.196,3.928,2.009,3.107,2.717,0.987,0.523,5.001,1.503,,0.517,1.109,1.43,3.195,,4.166,0.025,0.022,0.051,0.005,2129.202,1378.99,-91.295,-8.046
India,2005,IND,1154676321.0,3752627653422.0,59.687,0.052,1195.393,60.782,5.357,1260.411,33.668,2.745,1.092,0.336,0.274,1.035,0.319,0.259,721.496,0.625,1104.519,0.957,0.294,918.974,24365.072,61638.746,16064.381,126.137,798.762,39788.828,6456.818,,3991.09,1.228,1.704,0.001,59.357,0.051,1.252,1.91,65.017,0.056,721.894,0.625,201.701,0.175,353.15,0.306,,,4608.417,6.174,4.039,3.547,6.275,4.023,2.059,3.115,2.788,0.974,0.545,4.972,1.548,,0.492,1.104,1.096,3.202,,4.179,0.025,0.022,0.052,0.005,2205.413,1445.262,-90.874,-7.602
India,2006,IND,1172878888.0,4069856052453.0,64.905,0.055,1293.321,97.928,8.192,1353.412,93.002,7.379,1.154,0.333,0.279,1.103,0.318,0.266,773.551,0.66,1172.595,1.0,0.288,983.88,25658.395,62992.16,16837.932,127.879,881.342,39848.918,6827.361,,4139.273,1.193,1.741,0.001,82.58,0.07,1.322,1.982,60.091,0.051,733.283,0.625,211.708,0.181,370.544,0.316,,,4854.867,6.197,4.227,3.695,6.374,4.118,2.114,3.125,2.861,0.962,0.579,4.942,1.594,,0.502,1.493,0.996,3.325,,4.193,0.025,0.023,0.053,0.005,2324.594,1549.979,-120.727,-9.335
India,2007,IND,1190676028.0,4403215224414.0,68.333,0.057,1393.485,100.164,7.745,1510.536,157.124,11.609,1.269,0.343,0.287,1.17,0.316,0.264,842.536,0.708,1291.092,1.084,0.293,1052.213,27051.879,64502.695,17680.469,129.721,969.298,39965.969,7220.179,,4425.184,1.197,1.842,0.002,87.956,0.074,1.394,2.088,117.051,0.098,749.827,0.63,222.493,0.187,392.818,0.33,,,5268.96,6.068,4.424,4.072,6.621,4.206,2.172,3.143,2.941,0.951,0.614,4.923,1.643,,0.538,1.533,2.093,3.512,,4.213,0.026,0.024,0.054,0.005,2485.674,1660.112,-102.393,-7.348
India,2008,IND,1207930960.0,4649548164533.0,73.245,0.061,1490.366,96.881,6.952,1669.693,159.157,10.536,1.382,0.359,0.299,1.234,0.321,0.267,910.753,0.754,1372.795,1.136,0.295,1125.458,28542.244,66172.391,18591.223,131.609,1059.575,40145.297,7634.383,,4616.596,1.199,1.888,0.002,90.277,0.075,1.464,2.187,179.327,0.148,764.115,0.633,227.304,0.188,414.204,0.343,,,5576.529,6.44,4.65,4.394,6.926,4.303,2.235,3.165,3.026,0.942,0.647,4.909,1.694,,0.566,1.529,3.013,3.717,,4.234,0.026,0.024,0.055,0.005,2641.331,1768.282,-117.572,-7.889
India,2009,IND,1225524764.0,4993478894185.0,81.268,0.066,1613.328,122.961,8.25,1725.534,55.841,3.344,1.408,0.346,0.288,1.316,0.323,0.269,983.947,0.803,1521.685,1.242,0.305,1206.726,30155.572,67897.922,19575.17,133.488,1172.038,40257.504,8068.154,,4886.388,1.199,1.879,0.002,112.463,0.092,1.553,2.234,112.206,0.092,762.322,0.622,233.941,0.191,433.771,0.354,,,5988.39,6.942,5.12,4.535,7.567,4.416,2.304,3.19,3.12,0.933,0.691,4.883,1.748,,0.572,1.951,1.717,3.98,,4.257,0.026,0.025,0.057,0.005,2738.05,1903.149,-91.643,-5.68
India,2010,IND,1243481565.0,5361371354007.0,86.029,0.069,1678.53,65.202,4.041,1829.901,104.367,6.048,1.472,0.341,0.293,1.35,0.313,0.269,1015.983,0.817,1571.107,1.263,0.293,1292.755,31834.104,69727.82,20591.15,135.192,1306.159,40408.875,8508.846,,5024.514,1.165,1.704,0.001,134.121,0.108,1.587,2.29,151.371,0.122,769.342,0.619,242.128,0.195,440.692,0.354,,,6247.89,6.872,5.038,4.594,7.3,4.524,2.372,3.216,3.211,0.923,0.743,4.863,1.799,,0.502,2.161,2.322,3.916,,4.284,0.027,0.026,0.058,0.005,2848.131,1973.835,-107.422,-6.4
India,2011,IND,1261224956.0,5720692888000.0,91.314,0.072,1765.695,87.165,5.193,1895.794,65.893,3.601,1.503,0.331,0.288,1.4,0.309,0.268,1074.385,0.852,1624.198,1.288,0.284,1384.069,33599.797,71623.617,21665.535,137.84,1442.136,40538.973,8970.217,,5222.708,1.151,2.648,0.002,135.977,0.108,1.643,2.339,130.099,0.103,781.037,0.619,251.811,0.2,461.37,0.366,,,6587.01,6.79,5.121,4.638,7.307,4.626,2.441,3.242,3.303,0.919,0.792,4.842,1.853,,0.743,2.128,2.035,4.079,,4.311,0.027,0.027,0.059,0.005,2950.343,2072.287,-141.497,-8.014
India,2012,IND,1278674501.0,6052427493607.0,100.237,0.078,1926.986,161.292,9.135,2117.962,222.168,11.719,1.656,0.35,0.305,1.507,0.318,0.278,1206.452,0.944,1782.077,1.394,0.294,1484.307,35526.781,73741.586,22871.988,141.432,1567.694,40729.949,9461.363,,5425.75,1.146,3.592,0.003,125.558,0.098,1.756,2.474,190.976,0.149,783.911,0.613,254.287,0.199,491.148,0.384,,,6937.768,7.278,5.513,5.087,8.115,4.742,2.517,3.276,3.41,0.92,0.831,4.826,1.909,,0.96,1.925,2.858,4.296,,4.343,0.027,0.028,0.061,0.005,3164.01,2245.158,-144.909,-7.52
India,2013,IND,1295829507.0,6424470752490.0,107.82,0.083,1995.337,68.351,3.547,2256.901,138.939,6.56,1.742,0.351,0.315,1.54,0.311,0.279,1276.383,0.985,1637.855,1.264,0.255,1592.126,37522.121,75998.477,24148.371,144.698,1677.248,40991.516,9959.678,,5527.781,1.115,3.266,0.003,109.554,0.085,1.764,2.411,261.564,0.202,758.221,0.585,255.623,0.197,498.314,0.385,,,7163.062,7.481,5.656,5.426,8.536,4.863,2.593,3.315,3.521,0.918,0.859,4.821,1.964,,0.855,1.667,4.139,4.327,,4.369,0.028,0.029,0.062,0.005,3124.772,2286.255,-357.482,-17.916
India,2014,IND,1312277184.0,6875186158349.0,115.825,0.088,2148.052,152.715,7.654,2276.748,19.847,0.879,1.735,0.331,0.298,1.637,0.312,0.281,1407.057,1.072,1810.893,1.38,0.263,1707.951,39670.172,78275.227,25555.43,148.227,1785.049,41120.211,10473.518,,5831.643,1.113,3.529,0.003,107.801,0.082,1.866,2.451,128.696,0.098,765.858,0.584,259.789,0.198,513.84,0.392,,,7652.732,7.761,6.057,5.437,9.371,4.989,2.676,3.353,3.647,0.918,0.884,4.8,2.019,,0.92,1.632,2.008,4.444,,4.397,0.028,0.03,0.063,0.006,3216.867,2449.302,-337.159,-15.696
India,2015,IND,1328024494.0,7391521519812.0,117.508,0.088,2231.817,83.766,3.9,2408.592,131.844,5.791,1.814,0.326,0.305,1.681,0.302,0.283,1449.587,1.092,1961.052,1.477,0.265,1825.459,41901.988,80683.82,27005.014,152.365,1888.111,41296.98,11031.041,,5943.03,1.068,4.137,0.003,103.062,0.078,1.912,2.478,176.774,0.133,773.451,0.582,263.334,0.198,557.523,0.42,,,7892.49,8.157,6.304,5.746,9.891,5.117,2.761,3.395,3.775,0.922,0.905,4.784,2.08,,1.085,1.532,2.714,4.737,,4.427,0.028,0.031,0.065,0.006,3290.423,2539.29,-270.765,-12.132
India,2016,IND,1343944296.0,8057465593010.0,123.281,0.092,2352.54,120.723,5.409,2522.288,113.696,4.72,1.877,0.313,0.305,1.75,0.292,0.285,1499.401,1.116,2002.07,1.49,0.248,1948.741,44254.531,83206.102,28504.416,156.121,1998.1,41466.734,11647.153,,6148.213,1.025,3.756,0.003,109.989,0.082,1.982,2.504,169.747,0.126,781.626,0.582,262.254,0.195,616.112,0.458,,,8262.856,8.352,6.647,6.187,10.468,5.246,2.849,3.442,3.906,0.924,0.927,4.774,2.148,,1.011,1.591,3.157,5.177,,4.46,0.029,0.032,0.066,0.006,3365.011,2663.638,-350.47,-14.898
India,2017,IND,1359657398.0,8550029645172.0,121.047,0.089,2425.722,73.182,3.111,2537.583,15.296,0.606,1.866,0.297,0.296,1.784,0.284,0.283,1551.256,1.141,2112.195,1.553,0.247,2069.788,46680.254,85743.688,30055.672,158.944,2114.58,41578.594,12281.27,,6304.287,1.003,2.823,0.002,116.479,0.086,2.016,2.512,111.862,0.082,786.601,0.579,267.236,0.197,634.116,0.466,,,8571.671,8.07,6.743,6.147,10.703,5.355,2.938,3.488,4.038,0.92,0.95,4.758,2.215,,0.735,1.644,2.108,5.247,,4.491,0.029,0.033,0.068,0.006,3415.989,2741.299,-313.527,-12.925
India,2018,IND,1374659067.0,9173201683791.0,138.965,0.101,2595.227,169.505,6.988,2744.969,207.386,8.173,1.997,0.299,0.303,1.888,0.283,0.286,1668.318,1.214,2239.063,1.629,0.244,2208.753,49275.477,88488.656,31723.99,161.434,2241.319,41728.336,12939.983,,6593.169,0.988,2.49,0.002,126.74,0.092,2.126,2.631,149.742,0.109,800.125,0.582,275.219,0.2,658.715,0.479,,,9063.36,8.984,7.065,6.596,11.301,5.495,3.031,3.54,4.18,0.913,0.974,4.748,2.284,,0.616,1.708,3.067,5.425,,4.527,0.029,0.034,0.069,0.006,3616.201,2923.173,-356.164,-13.724
India,2019,IND,1389030307.0,9595463242427.0,143.664,0.103,2611.175,15.948,0.615,2706.537,-38.432,-1.4,1.949,0.282,0.292,1.88,0.272,0.281,1661.94,1.196,2267.293,1.632,0.236,2352.417,51886.652,91195.195,33385.93,163.888,2366.552,41823.699,13617.868,,6682.068,0.967,2.454,0.002,125.233,0.09,2.115,2.601,95.363,0.069,800.179,0.576,282.638,0.203,677.884,0.488,,,9281.595,8.892,7.041,6.448,11.303,5.626,3.12,3.588,4.315,0.905,0.996,4.733,2.352,,0.568,1.653,1.951,5.5,,4.56,0.03,0.035,0.071,0.006,3613.001,2937.495,-343.881,-13.17
India,2020,IND,1402617694.0,8945313249462.0,122.908,0.088,2422.732,-188.443,-7.217,2502.404,-204.134,-7.542,1.784,0.28,0.285,1.727,0.271,0.276,1561.799,1.113,2085.132,1.487,0.233,2475.325,54309.387,93697.594,34947.727,166.694,2494.236,41903.371,14225.403,,6268.437,0.983,2.806,0.002,127.684,0.091,1.955,2.45,79.672,0.057,807.835,0.576,289.398,0.206,607.535,0.433,,,8792.22,7.568,6.891,6.307,10.947,5.699,3.198,3.629,4.435,0.9,1.018,4.718,2.412,,0.701,1.698,1.764,5.557,,4.591,0.03,0.036,0.073,0.006,3436.429,2742.09,-337.6,-13.935
India,2021,IND,1414203896.0,9801621018003.0,149.033,0.105,2675.778,253.046,10.445,2738.219,235.815,9.424,1.936,0.279,0.287,1.892,0.273,0.28,1767.297,1.25,2252.029,1.592,0.23,2624.359,56985.164,96435.82,36715.023,169.465,2627.427,41965.809,14848.888,,6749.358,0.974,2.772,0.002,133.192,0.094,2.131,2.615,62.441,0.044,821.053,0.581,290.389,0.205,623.485,0.441,,,9544.969,8.941,7.258,6.594,11.806,5.819,3.285,3.676,4.573,0.896,1.039,4.7,2.469,,0.689,1.691,1.341,5.415,,4.626,0.03,0.037,0.074,0.006,3697.615,3013.546,-423.749,-15.836
India,2022,IND,1425423209.0,10476248645535.0,164.331,0.115,2831.132,155.354,5.806,2871.055,132.836,4.851,2.014,0.274,0.285,1.986,0.27,0.281,1855.854,1.302,2339.991,1.642,0.223,2788.69,59816.297,99306.875,38570.883,172.389,2751.436,42005.734,15532.901,,7057.187,0.96,2.924,0.002,124.009,0.087,2.235,2.715,39.923,0.028,835.674,0.586,298.332,0.209,684.014,0.48,,,10059.478,10.409,7.544,6.785,12.013,5.974,3.375,3.726,4.713,0.893,1.055,4.68,2.533,,0.733,1.598,0.834,5.741,,4.664,0.031,0.039,0.076,0.007,3869.995,3185.276,-491.14,-17.348
India,2023,IND,1438069597.0,,177.239,0.123,3062.756,231.625,8.181,3084.633,213.578,7.439,2.145,,0.285,2.13,,0.283,2032.048,1.413,2543.215,1.768,,2965.929,62879.051,102391.508,40602.926,175.257,2883.856,42027.609,16251.085,,7529.44,,2.868,0.002,132.42,0.092,2.387,2.866,21.876,0.015,847.637,0.589,305.944,0.213,718.183,0.499,,,10827.859,11.507,8.04,7.2,12.996,6.151,3.473,3.781,4.868,0.888,1.074,4.657,2.598,,0.697,1.697,0.461,5.849,,4.708,0.031,0.04,0.078,0.007,4121.424,3431.968,-519.541,-16.963
India,2024,IND,1450935785.0,,185.97,0.128,3193.478,130.722,4.268,3201.024,116.391,3.773,2.206,,0.282,2.201,,0.282,2108.033,1.453,,,,3151.898,66072.531,105592.531,42710.957,178.047,3033.208,42035.156,16998.418,,7812.928,,2.791,0.002,149.352,0.103,2.461,2.938,7.546,0.005,859.294,0.592,310.004,0.214,747.333,0.515,,,11336.057,12.627,8.274,7.413,13.338,6.343,3.573,3.838,5.026,0.884,1.097,4.635,2.664,,0.671,1.865,0.165,5.993,,4.754,0.032,0.041,0.08,0.007,4262.411,3571.002,,
